method_key,method_name,noise_condition,noise_type,noise_severity,fourier_at_inference,best_pt,run_path,split_fingerprint,clean_labeled_test_mask_map50,clean_healthy_aware_score,clean_healthy_fp_rate,noisy_full_test_mask_map50,noisy_full_test_mask_map50_95,noisy_labeled_test_mask_map50,noisy_labeled_test_mask_map50_95,noisy_healthy_fp_rate,noisy_healthy_fp_masks_per_image,noisy_disease_miss_rate,noisy_mask_count_mae,noisy_healthy_aware_score,delta_mAP50_vs_clean,relative_mAP50_retention,delta_healthy_aware_vs_clean,delta_healthy_fp_vs_clean,noise_eval_time_sec
panel_a_w1_highpass_only,Stratified grouped-specimen split | yolo11n-seg | Panel A | W1 high-pass only,clean_reference,clean,0.0,True,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3451051658055371,0.2107625013561653,0.6341463414634146,0.28574728090345936,0.07196317006870331,0.3380932390643683,0.08724573696632301,0.6097560975609756,0.9024390243902439,0.17045454545454544,0.7916666666666667,0.21196611415675554,-0.007011926741168795,0.9796817682378016,0.0012036128005902258,-0.024390243902439046,16.72
panel_a_w1_highpass_only,Stratified grouped-specimen split | yolo11n-seg | Panel A | W1 high-pass only,gaussian_sigma20,gaussian,20.0,True,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3451051658055371,0.2107625013561653,0.6341463414634146,0.10745065393475721,0.023735462117877217,0.1323552883185805,0.029449025428358373,0.5365853658536586,1.048780487804878,0.25,0.6799242424242424,0.007200539612002531,-0.21274987748695656,0.3835216085787636,-0.20356196174416277,-0.09756097560975607,23.87
panel_a_w1_highpass_only,Stratified grouped-specimen split | yolo11n-seg | Panel A | W1 high-pass only,salt_pepper_p003,salt_pepper,0.03,True,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3451051658055371,0.2107625013561653,0.6341463414634146,0.09054023571664971,0.017994039992292953,0.11390468809601129,0.02228690932135724,0.7804878048780488,1.8780487804878048,0.22727272727272727,0.9109848484848485,-0.04378424390694513,-0.2312004777095258,0.33005790518996553,-0.25454674526311044,0.14634146341463417,23.64
panel_a_w1_highpass_only,Stratified grouped-specimen split | yolo11n-seg | Panel A | W1 high-pass only,color_cast_blue40,color_cast,40.0,True,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3451051658055371,0.2107625013561653,0.6341463414634146,0.26283802793397,0.06427882407198052,0.30924118836877934,0.07582442833101585,0.4878048780487805,0.6341463414634146,0.3181818181818182,0.6742424242424243,0.17902130662450738,-0.03586397743675773,0.8960781205548031,-0.03174119473165793,-0.14634146341463417,16.67
panel_a_w1_highpass_only,Stratified grouped-specimen split | yolo11n-seg | Panel A | W1 high-pass only,low_contrast_f050,low_contrast,0.5,True,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3451051658055371,0.2107625013561653,0.6341463414634146,0.17272643928284337,0.04956094179604254,0.2074878770312435,0.06017662969895232,0.1951219512195122,0.21951219512195122,0.6363636363636364,0.725378787878788,0.05625219706080742,-0.13761728877429358,0.6012308640669859,-0.1545103042953579,-0.43902439024390244,16.45
panel_a_w1_highpass_only,Stratified grouped-specimen split | yolo11n-seg | Panel A | W1 high-pass only,motion_blur_k11,motion_blur,11.0,True,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_w1_highpass_only,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3451051658055371,0.2107625013561653,0.6341463414634146,0.25228174182937796,0.07238513073465411,0.28003969520311833,0.08020128045208025,0.7560975609756098,1.2682926829268293,0.10227272727272728,1.0416666666666667,0.1370056966813149,-0.06506547060241874,0.8114619048064832,-0.0737568046748504,0.12195121951219512,16.53
panel_a_n1_erasing_erase0p10,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 Erasing 0.10,clean_reference,clean,0.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3000183555013324,0.18604477826556004,0.24390243902439024,0.27398199323294087,0.08233096084139846,0.3143210925274778,0.09292682298483068,0.21951219512195122,0.2926829268292683,0.3977272727272727,0.5984848484848485,0.20278653968194937,0.014302737026145429,1.0476728732221916,0.016741761416389334,-0.02439024390243902,16.5
panel_a_n1_erasing_erase0p10,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 Erasing 0.10,gaussian_sigma20,gaussian,20.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3000183555013324,0.18604477826556004,0.24390243902439024,0.14985815351555462,0.0333606239384862,0.17593620664374238,0.03896578128214091,0.1951219512195122,0.21951219512195122,0.6022727272727273,0.6931818181818182,0.03142401152179114,-0.12408214885759,0.5864181421491761,-0.1546207667437689,-0.04878048780487804,24.35
panel_a_n1_erasing_erase0p10,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 Erasing 0.10,salt_pepper_p003,salt_pepper,0.03,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3000183555013324,0.18604477826556004,0.24390243902439024,0.10638219188336942,0.023288765354213214,0.12021650955211789,0.02625560865410284,0.0975609756097561,0.12195121951219512,0.6704545454545454,0.7386363636363636,-0.027039588008857716,-0.1798018459492145,0.4006971818482087,-0.21308436627441776,-0.14634146341463414,23.58
panel_a_n1_erasing_erase0p10,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 Erasing 0.10,color_cast_blue40,color_cast,40.0,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3000183555013324,0.18604477826556004,0.24390243902439024,0.2555313162352061,0.07598237800543164,0.30004923026452424,0.08867136163900043,0.1951219512195122,0.24390243902439024,0.5454545454545454,0.6742424242424243,0.16500673211227002,3.087476319185711e-05,1.000102909580783,-0.021038046153290024,-0.04878048780487804,15.65
panel_a_n1_erasing_erase0p10,Stratified grouped-specimen split | yolo11n-seg | Panel A | N1 Erasing 0.10,low_contrast_f050,low_contrast,0.5,False,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10/weights/best.pt,/kaggle/working/runs/segment/yolo11n-seg_shrimp_seg_stratified_grouped_specimen_seed42_stratified_grouped_specimen_yolo11n-seg_panel_a_n1_erasing_erase0p10,1ffd4a250deb11598f09a0a25d1cd1522811b6e010b0228c3c60176029ff9fcb,0.3000183555013324,0.18604477826556004,0.24390243902439024,0.2139878218477767,0.05920230543237455,0.23532672441130725,0.06413590725823828,0.12195121951219512,0.12195121951219512,0.7272727272727273,0.7632575757575758,0.07587781458129986,-0.06469163109002513,0.7843744227518178,-0.11016696368426018,-0.12195121951219512,15.92
